iter	RMSE
329	403.9645134
330	403.9100594
331	403.8503209
332	403.2828056
333	402.7303131
334	402.1924872
335	402.139032
336	402.0871061
337	402.0287503
338	401.9720089
339	401.4480278
340	400.9379513
341	400.8873394
342	400.3907442
343	400.3353382
344	400.2814654
345	400.2290834
346	399.7454396
347	399.6616923
348	399.0013557
349	398.953328
350	398.9057079
351	398.8546598
352	398.8050233
353	398.7567573
354	398.7102735
355	398.6632931
356	398.6176527
357	398.572485
358	398.5280584
359	398.4842625
360	398.4078625
361	398.3646566
362	398.2953697
363	398.2526383
364	398.2106129
365	397.9502263
366	397.9097878
367	397.6699747
368	397.525404
369	397.4886891
370	397.4478092
371	397.4080857
372	397.3711017
373	397.3350978
374	397.3013427
375	397.2673075
376	397.228621
377	397.1910434
378	396.9840885
379	396.9475374
380	396.9152178
381	396.8662088
382	396.8367924
383	396.8012126
384	396.3298131
385	396.2952053
386	396.2615568
387	396.0567238
388	396.0239403
389	395.5640807
390	395.5321977
391	395.503102
392	395.0562656
393	395.0291248
394	394.8438298
395	394.4076011
396	394.3541048
397	394.322955
398	394.2927046
399	394.266813
400	394.0846849
401	393.661272
402	393.2486264
403	392.8476958
404	392.8219886
405	392.7924179
406	392.7674454
407	392.6007533
408	392.2094025
409	392.185685
410	391.934709
411	391.9115869
412	391.8828128
413	391.8548382
414	391.832329
415	391.6637619
416	391.636023
417	391.6157248
418	391.5887703
419	391.5625778
420	391.1816352
421	391.1356476
422	391.1147939
423	391.089282
424	391.0690055
425	390.9219014
426	390.9026942
427	390.6747419
428	390.6559845
429	390.6311354
430	390.6069875
431	390.3975688
432	390.3740884
433	390.2295138
434	390.0977634
435	390.0802833
436	389.9591884
437	389.9363242
438	389.8243814
439	389.8021578
440	389.7859269
441	389.7701824
442	389.3975749
443	389.3759075
444	389.3548502
445	389.3401482
446	389.1491634
447	389.1367477
448	389.0328983
449	388.670079
450	388.3171406
451	388.2199415
452	388.1994154
453	388.1096142
454	387.765074
455	387.4299532
456	387.103995
457	387.0839895
458	387.0645463
459	386.7654003
460	386.4481691
461	386.3663537
462	386.3474331
463	386.2716446
464	385.9623494
465	385.9439431
466	385.6431712
467	385.6252668
468	385.6078644
469	385.5909496
470	385.5745084
471	385.4035891
472	385.1107655
473	385.0973044
474	385.0253342
475	384.9976294
476	384.9856045
477	384.9599716
478	384.6744477
479	384.3967785
480	384.2879194
481	384.2718642
482	384.2562583
483	383.6863017
484	383.4161373
485	383.1533995
486	382.897883
487	382.8826618
488	382.6341558
489	382.3924784
490	382.1574414
491	381.9288619
492	381.7065623
493	381.6366623
494	381.4205396
495	381.2103495
496	381.1959373
497	381.181061
498	380.9766331
499	380.7778172
500	380.74374
501	380.5502652
502	380.3621054
503	380.3476031
504	380.1646045
505	380.1505005
506	379.9725223
507	379.9589676
508	379.8960419
509	379.8823162
510	379.8506362
511	379.6774629
512	379.6641069
513	379.5203918
514	379.4574756
515	379.4450242
516	378.9256278
517	378.9126259
518	378.7437179
519	378.5794625
520	378.4197311
521	378.3957475
522	378.2404665
523	378.2217376
524	378.2090642
525	378.2008656
526	378.0499055
527	377.9031149
528	377.7603612
529	377.7480249
530	377.7360339
531	377.7280906
532	377.5892457
533	377.5330782
534	377.0476953
535	377.007756
536	376.8722617
537	376.8605834
538	376.7421864
539	376.2941448
540	376.1621
541	376.033711
542	375.9885333
543	375.9689751
544	375.9505208
545	375.8255376
546	375.7040117
547	375.5858492
548	375.5744405
549	375.5633519
550	375.4484513
551	375.3367278
552	375.325942
553	375.2969863
554	374.8777358
555	374.7688538
556	374.6629841
557	374.5600501
558	374.5428696
559	374.532353
560	374.5221316
561	374.1270351
562	374.0267529
563	374.0168083
564	373.9193041
565	373.9093667
566	373.8145648
567	373.4422644
568	373.3499071
569	373.3336167
570	373.2438201
571	373.2016457
572	372.9673962
573	372.9575343
574	372.8705625
575	372.8611227
576	372.8392994
577	372.5016656
578	372.4167343
579	372.3208436
580	372.3114791
581	372.2287049
582	372.205622
583	372.1965204
584	372.1780473
585	371.8669702
586	371.8581192
587	371.7724009
588	371.692347
589	371.402611
590	371.3058142
591	371.2971956
592	371.2888404
593	371.2807857
594	371.2648927
595	371.2570763
596	371.2245941
597	371.2169052
598	371.2115332
599	371.1298885
600	371.1224284
601	371.0928636
602	371.0856798
603	371.0786205
604	371.0717745
605	371.0504803
606	370.9958986
607	370.9854404
608	370.9787841
609	370.7140657
610	370.7034527
611	370.6330508
612	370.6265746
613	370.6164636
614	370.5665885
615	370.5491462
616	370.5428317
617	370.2966653
618	370.2292851
619	370.2121956
620	370.2060487
621	369.9740852
622	369.9681095
623	369.9623014
624	369.9364997
625	369.7870788
626	369.7814424
627	369.7759659
628	369.7119667
629	369.7043812
630	369.6437464
631	369.5858887
632	369.5684433
633	369.3616791
634	369.3563402
635	369.3511513
636	369.3040437
637	369.2989991
638	369.290084
639	369.2701784
640	369.2652593
641	369.2568094
642	369.2032828
643	369.1985032
644	369.1761694
645	369.1321499
646	369.1077669
647	369.0691038
648	369.0623525
649	369.0577019
650	369.053182
651	369.0381982
652	368.9805877
653	368.9729183
654	368.9685153
655	368.9642364
656	368.9600783
657	368.9083278
658	368.8936194
659	368.8697834
660	368.8375588
661	368.8335098
662	368.8295684
663	368.8257378
664	368.805066
665	368.7963192
666	368.7925918
667	368.7858809
668	368.7660361
669	368.7274338
670	368.673313
671	368.6545169
672	368.6336374
673	368.6300092
674	368.5932481
675	368.5743313
676	368.5708092
677	368.5462954
678	368.5332719
679	368.515387
680	368.5126408
681	368.3394942
682	368.32333
683	368.3073934
684	368.1349253
685	368.1185437
686	368.0780622
687	368.0746191
688	368.071273
689	368.0588537
690	368.0468979
691	368.0332679
692	368.0142904
693	367.9602441
694	367.9569894
695	367.953826
696	367.9495979
697	367.9419556
698	367.9389399
699	367.907155
700	367.7454796
701	367.7425447
702	367.7400983
703	367.7253918
704	367.7203834
705	367.5680588
706	367.5564126
707	367.5535582
708	367.520642
709	367.5167389
710	367.4685629
711	367.4202386
712	367.4053965
713	367.4022165
714	367.3991365
715	367.3856276
716	367.3648776
717	367.224942
718	367.2181141
719	367.1820853
720	367.1774908
721	367.1745617
722	367.1725001
723	367.168269
724	367.1344923
725	367.0027614
726	366.8786249
727	366.8485228
728	366.8464966
729	366.7740093
730	366.7550073
731	366.6973286
732	366.6932828
733	366.6808605
734	366.6633977
735	366.6562785
736	366.6524156
737	366.6224774
738	366.6187604
739	366.6161165
740	366.6126246
741	366.6052352
742	366.4925551
743	366.460981
744	366.4588199
745	366.3511092
746	366.3348405
747	366.3260926
748	366.313162
749	366.3119758
750	366.2843213
751	366.2550315
752	366.2332684
753	366.1330928
754	366.1131857
755	366.0869142
756	366.0694122
757	366.045258
758	366.0420094
759	366.0402243
760	366.0385106
761	366.0366753
762	365.9425796
763	365.93945
764	365.9318541
765	365.930075
766	365.9270403
767	365.902736
768	365.8905953
769	365.801934
770	365.796976
771	365.7940706
772	365.7774484
773	365.7704307
774	365.7626694
775	365.7611569
776	365.7583912
777	365.7037755
778	365.6231124
779	365.5742807
780	365.5539365
781	365.550674
782	365.5479926
783	365.5363155
784	365.4901264
785	365.4797176
786	365.4771309
787	365.4253144
788	365.421682
789	365.3651601
790	365.3432791
791	365.340771
792	365.2871382
793	365.2626917
794	365.2612956
795	365.2588762
796	365.2444771
797	365.230409
798	365.2205635
799	365.2192657
800	365.1688323
801	365.1675498
802	365.125686
803	365.1207172
804	365.1138262
805	365.1114874
806	365.0685653
807	365.0663034
808	365.0641179
809	365.0520372
810	365.0115999
811	364.989571
812	364.9874539
813	364.9807022
814	364.9786549
815	364.9405041
816	364.9385279
817	364.9369278
818	364.9235006
819	364.9216278
820	364.920401
821	364.9078268
822	364.8963841
823	364.8891518
824	364.8793139
825	364.8395753
826	364.8384112
827	364.8312921
828	364.7662714
829	364.7606344
830	364.7576461
831	364.7100468
832	364.7006166
833	364.6952982
834	364.6800296
835	364.6781804
836	364.6710056
837	364.6473606
838	364.6380862
839	364.6004883
840	364.5663095
841	364.5586906
842	364.5522175
843	364.5292782
844	364.5244821
845	364.488405
846	364.4843476
847	364.4825782
848	364.480866
849	364.4371262
850	364.4311916
851	364.4203067
852	364.4090697
853	364.3688695
854	364.3585063
855	364.3568524
856	364.3354938
857	364.3289674
858	364.3106389
859	364.2935707
860	364.2907779
861	364.2704886
862	364.2665943
863	364.2602
864	364.2547056
865	364.2492665
866	364.2407965
867	364.2392287
868	364.2236795
869	364.2174403
870	364.1806972
871	364.1742542
872	364.1727808
873	364.1525879
874	364.1511613
875	364.133217
876	364.1081828
877	364.1071345
878	364.10005
879	364.0725466
880	364.0387748
881	364.0200869
882	363.9967027
883	363.9748148
884	363.9592626
885	363.9376913
886	363.9171537
887	363.9030954
888	363.9017134
889	363.895441
890	363.8918699
891	363.8893015
892	363.871574
893	363.8686851
894	363.8667352
895	363.8657276
896	363.8601712
897	363.8591893
898	363.8579099
899	363.8478714
900	363.8388911
901	363.8361266
902	363.8314753
903	363.8045772
904	363.7896544
905	363.7833146
906	363.7772934
907	363.7736961
908	363.7613697
909	363.7563959
910	363.7484623
911	363.7393269
912	363.7278561
913	363.7253217
914	363.7242515
915	363.7217323
916	363.7211568
917	363.7188189
918	363.7042847
919	363.7022017
920	363.7010112
921	363.6673436
922	363.6365567
923	363.634285
924	363.6284654
925	363.6133341
926	363.6116729
927	363.6021679
928	363.5998518
929	363.5987313
930	363.5823
931	363.5634944
932	363.5619348
933	363.5503442
934	363.547914
935	363.5426025
936	363.518677
937	363.4996081
938	363.4823688
939	363.4765432
940	363.4727124
941	363.4707092
942	363.4664563
943	363.4502613
944	363.4249407
945	363.4181273
946	363.3981542
947	363.3746839
948	363.3587396
949	363.3401842
950	363.3296763
951	363.3197365
952	363.2909534
953	363.2728679
954	363.2649516
955	363.2591949
956	363.2432947
957	363.2351015
958	363.2213602
959	363.2119845
960	363.2026716
961	363.1954485
962	363.1834629
963	363.1760982
964	363.1681623
965	363.1597142
966	363.157948
967	363.1511192
968	363.1450024
969	363.1310772
970	363.1042126
971	363.0962363
972	363.0888906
973	363.0837412
974	363.0816084
975	363.0757969
976	363.0633771
977	363.0617235
978	363.0366881
979	363.0125084
980	363.0042525
981	362.9973989
982	362.9922129
983	362.9834548
984	362.9595716
985	362.9495304
986	362.9257859
987	362.9129829
988	362.9046994
989	362.8753888
990	362.8679282
991	362.8590022
992	362.8564601
993	362.851982
994	362.8416594
995	362.8036537
996	362.7978276
997	362.7841634
998	362.7830584
999	362.7808293
614996
01209
999	410.2555326
