id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,property_type,accommodates,first_review,review_scores_value,review_scores_cleanliness,review_scores_location,review_scores_accuracy,review_scores_communication,review_scores_checkin,review_scores_rating,maximum_nights,listing_url,host_is_superhost,host_response_time,host_response_rate
25830807,Rental unit in Santiago · ★4.53 · 1 bedroom · 2 beds · 1 bath,194087523,Paz,Santiago,-33.43831,-70.64602,Entire home/apt,44.286,1,130,2023-03-20,2.02,5,260,8,Entire rental unit,3,2018-06-12,4.62,4.57,4.9,4.73,4.86,4.84,4.53,1125,https://www.airbnb.com/rooms/25830807,f,within an hour,100%
25832667,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,22818039,Manuel,Santiago,-33.44806,-70.65056,Entire home/apt,44.559,15,0,,,2,0,0,Entire rental unit,2,,,,,,,,,60,https://www.airbnb.com/rooms/25832667,f,,
25326425,Condo in Ñuñoa · 1 bedroom · 2 beds · 1 private bath,191275482,Paulina,Ñuñoa,-33.45471,-70.60053,Private room,30.0,3,0,,,1,365,0,Private room in condo,2,,,,,,,,,15,https://www.airbnb.com/rooms/25326425,f,a few days or more,0%
25344033,Condo in Providencia · ★4.25 · 1 bedroom · 2 beds · 1 bath,158228498,Alfonso,Providencia,-33.42782,-70.62218,Entire home/apt,190.0,3,9,2021-02-26,0.18,1,0,0,Entire condo,2,2019-08-14,4.88,3.5,5.0,4.75,4.63,5.0,4.25,30,https://www.airbnb.com/rooms/25344033,f,,
25349325,Rental unit in Santiago · ★4.81 · 1 bedroom · 1 bed · 1 bath,65974622,Fran,Providencia,-33.4352,-70.62934,Entire home/apt,21.143,28,33,2023-08-31,0.51,1,290,3,Entire rental unit,2,2018-06-05,4.53,4.44,4.88,4.75,4.66,4.81,4.81,1125,https://www.airbnb.com/rooms/25349325,t,within an hour,100%
25833523,Rental unit in Las Condes · ★4.86 · 2 bedrooms · 2 beds · 1 shared bath,169885746,Jaime,Las Condes,-33.41078,-70.57543,Private room,22.714000000000002,1,7,2023-08-12,1.02,2,326,7,Private room in rental unit,2,2023-03-02,4.57,4.86,4.86,4.14,4.86,4.86,4.86,365,https://www.airbnb.com/rooms/25833523,t,within an hour,100%
25369126,Rental unit in Las Condes · Studio · 1 bed · 3 baths,5134099,Natalia,Las Condes,-33.41088,-70.58626,Private room,30.0,5,0,,,1,365,0,Private room in rental unit,1,,,,,,,,,15,https://www.airbnb.com/rooms/25369126,f,,
25376090,Rental unit in Recoleta · ★4.87 · 1 bedroom · 1 bed · 1 bath,152721115,Francisco,Recoleta,-33.4342,-70.6377,Entire home/apt,25.5,2,181,2023-09-18,2.8,1,327,33,Entire rental unit,2,2018-06-03,4.82,4.95,4.79,4.91,4.88,4.91,4.87,1125,https://www.airbnb.com/rooms/25376090,t,within an hour,100%
25839902,Rental unit in Santiago · ★4.48 · 2 bedrooms · 2 beds · 1 bath,58998674,Eduardo,Santiago,-33.46789,-70.66538,Entire home/apt,89.117,5,49,2023-08-27,0.77,1,355,17,Entire rental unit,4,2018-07-15,4.54,3.92,4.94,4.79,4.92,4.85,4.48,1125,https://www.airbnb.com/rooms/25839902,t,within an hour,100%
25377484,Rental unit in Vitacura · ★4.75 · 1 bedroom · 3 beds · 1 bath,72381672,Marcelo,Lo Barnechea,-33.35414,-70.24992,Entire home/apt,250.0,3,4,2023-08-04,0.06,1,177,1,Entire rental unit,5,2018-06-28,4.5,5.0,5.0,4.75,4.75,5.0,4.75,1125,https://www.airbnb.com/rooms/25377484,f,within an hour,100%
25841013,Serviced apartment in Santiago · ★4.50 · 1 bedroom · 1 bed · 2 baths,167368081,Paulina,Santiago,-33.45806,-70.65256,Private room,12.0,3,16,2023-07-11,0.95,2,0,9,Private room in serviced apartment,1,2022-05-08,4.38,4.31,4.63,4.44,4.31,4.88,4.5,365,https://www.airbnb.com/rooms/25841013,f,within an hour,88%
25403185,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,151009295,Juan Pablo,Santiago,-33.44825,-70.64924,Entire home/apt,24.953,31,0,,,1,202,0,Entire rental unit,2,,,,,,,,,700,https://www.airbnb.com/rooms/25403185,f,,
25863025,Home in Santiago · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,139909593,Yasna,Santiago,-33.47135,-70.66083,Private room,18.0,1,115,2023-09-07,1.79,10,177,39,Private room in home,1,2018-06-13,4.89,4.9,4.8,4.92,4.95,4.96,4.9,30,https://www.airbnb.com/rooms/25863025,t,within an hour,100%
25406448,Rental unit in La Florida · Studio · 1 bed · 1 shared bath,191798291,Jessica,La Florida,-33.54002,-70.59477,Private room,13.0,1,1,2022-12-02,0.1,1,0,1,Private room in rental unit,1,2022-12-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,https://www.airbnb.com/rooms/25406448,f,,
25414870,Rental unit in Providencia · ★4.86 · 1 bedroom · 1 bed · 1 bath,28961536,Analia,Providencia,-33.43139,-70.62376,Entire home/apt,23.0,30,14,2022-12-16,0.22,3,113,1,Entire rental unit,3,2018-06-15,4.86,4.86,5.0,4.79,4.93,5.0,4.86,1000,https://www.airbnb.com/rooms/25414870,f,within a few hours,100%
25865253,Rental unit in Farellones · 5 bedrooms · 11 beds · 3 baths,168028383,Joaco,Lo Barnechea,-33.33845,-70.29005,Entire home/apt,500.0,5,2,2018-07-22,0.03,1,180,0,Entire rental unit,12,2018-07-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,https://www.airbnb.com/rooms/25865253,f,,
25416390,Rental unit in Farellones · ★4.95 · 1 bedroom · 3 beds · 1 bath,56324000,Carlos,Lo Barnechea,-33.35292,-70.24881,Entire home/apt,150.0,4,22,2023-09-17,0.35,1,180,6,Entire rental unit,3,2018-07-20,4.45,4.95,4.91,4.95,5.0,5.0,4.95,1125,https://www.airbnb.com/rooms/25416390,f,within an hour,100%
25867304,Rental unit in Santiago · ★4.80 · 2 bedrooms · 2 beds · 2 baths,120922396,Miguel,Santiago,-33.45416,-70.66846,Entire home/apt,35.0,2,5,2021-04-21,0.1,2,341,0,Entire rental unit,3,2019-10-20,4.6,4.4,5.0,5.0,5.0,5.0,4.8,1125,https://www.airbnb.com/rooms/25867304,t,within an hour,100%
25867809,Home in Las Condes · ★4.84 · 3 bedrooms · 5 beds · 1 bath,86188718,Carla,Las Condes,-33.41833,-70.53722,Entire home/apt,75.0,2,119,2023-08-28,1.88,1,342,19,Entire home,7,2018-07-14,4.85,4.82,4.93,4.9,4.93,4.96,4.84,1125,https://www.airbnb.com/rooms/25867809,t,within an hour,100%
25423604,Rental unit in Quinta Normal · ★3.67 · 1 bedroom · 1 bed · 1 bath,191787279,Carola,Quinta Normal,-33.4415,-70.69554,Entire home/apt,45.0,1,5,2019-03-27,0.08,1,0,0,Entire rental unit,4,2018-10-31,3.67,3.67,3.33,3.33,3.67,3.67,3.67,1125,https://www.airbnb.com/rooms/25423604,f,,
25871165,Guesthouse in La Florida · 1 bedroom · 3 beds · 2 shared baths,161139898,Marverith,La Florida,-33.51333,-70.58907,Private room,20.0,6,0,,,1,0,0,Private room in guesthouse,3,,,,,,,,,6,https://www.airbnb.com/rooms/25871165,f,,
25424913,Rental unit in La Reina · 1 bedroom · 1 bed · 1 shared bath,191930810,Rox,La Reina,-33.44758,-70.56584,Private room,10.0,1,1,2018-07-11,0.02,1,0,0,Private room in rental unit,1,2018-07-11,5.0,5.0,4.0,5.0,5.0,5.0,5.0,30,https://www.airbnb.com/rooms/25424913,f,,
25884750,Rental unit in Valle Nevado · ★4.80 · 1 bedroom · 1 bed · 1 bath,101883505,Rodrigo,Lo Barnechea,-33.35472,-70.24907,Entire home/apt,190.0,3,11,2023-08-11,0.17,1,363,2,Entire rental unit,2,2018-06-29,4.6,5.0,5.0,4.6,5.0,5.0,4.8,1125,https://www.airbnb.com/rooms/25884750,f,within an hour,100%
25428153,Chalet in Penalolen · ★4.96 · 2 bedrooms · 3 beds · 1 private bath,191956170,Daniel,Peñalolén,-33.504826,-70.525749,Private room,14.0,2,24,2023-09-03,0.49,1,70,11,Private room in chalet,4,2019-09-08,5.0,4.63,4.88,4.96,4.96,5.0,4.96,15,https://www.airbnb.com/rooms/25428153,f,within an hour,100%
25890639,Home in Las Condes · Studio · 1 bed · 1 shared bath,194542064,Patricia,Las Condes,-33.42884,-70.56851,Private room,250.0,1,0,,,1,0,0,Private room in home,1,,,,,,,,,1125,https://www.airbnb.com/rooms/25890639,f,,
25904917,Guest suite in Providencia · 1 bedroom · 1 bed · 1 private bath,182499662,María Antonieta,Providencia,-33.43061,-70.60739,Private room,25.0,3,0,,,1,0,0,Private room in guest suite,1,,,,,,,,,7,https://www.airbnb.com/rooms/25904917,f,,
25433424,Rental unit in Las Condes · ★4.80 · 1 bedroom · 1 bed · 1 bath,147468445,Marta,Las Condes,-33.41347,-70.58077,Entire home/apt,51.429,1,105,2023-09-13,1.62,4,357,16,Entire rental unit,2,2018-06-02,4.72,4.82,4.95,4.89,4.92,4.95,4.8,1125,https://www.airbnb.com/rooms/25433424,t,within an hour,100%
25453944,Rental unit in Santiago · 1 bedroom · 1 bed · 1 private bath,125076273,Teresa,Santiago,-33.43648,-70.64339,Private room,32.0,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,1125,https://www.airbnb.com/rooms/25453944,f,,
25910147,Rental unit in Farellones · 4 bedrooms · 9 beds · 4 baths,51821697,Gerardo,Lo Barnechea,-33.33694,-70.29164,Entire home/apt,623.819,5,0,,,1,87,0,Entire rental unit,9,,,,,,,,,30,https://www.airbnb.com/rooms/25910147,f,,
25483506,Home in Ñuñoa · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,32219869,Soledad,Ñuñoa,-33.4728,-70.60417,Private room,21.0,4,9,2023-03-20,0.14,1,88,3,Private room in home,2,2018-06-30,4.78,4.67,4.67,4.89,4.89,4.89,4.78,1125,https://www.airbnb.com/rooms/25483506,f,within a few hours,100%
25487568,"Serviced apartment in Las Condes, Santiago oriente · ★5.0 · 2 bedrooms · 4 beds · 2 baths",126803662,Norus,Las Condes,-33.41234,-70.5667,Private room,169.322,1,3,2022-10-14,0.05,6,365,1,Private room in serviced apartment,4,2018-12-15,4.33,4.67,5.0,5.0,3.67,5.0,5.0,1125,https://www.airbnb.com/rooms/25487568,f,within an hour,100%
25919956,Rental unit in Santiago · ★4.31 · 1 bedroom · 1 bed · 1 bath,192473033,Alejandro,Estación Central,-33.45813,-70.69137,Entire home/apt,23.286,2,97,2023-06-21,1.54,6,365,8,Entire rental unit,2,2018-07-20,4.4,4.55,3.94,4.54,4.62,4.45,4.31,360,https://www.airbnb.com/rooms/25919956,f,within an hour,100%
25498344,Rental unit in Ñuñoa · ★4.89 · 1 bedroom · 1 bed · 1 bath,192432496,Marisa,Ñuñoa,-33.45676,-70.58238,Entire home/apt,29.0,3,154,2023-09-10,2.44,1,100,38,Entire rental unit,2,2018-07-19,4.83,4.74,4.89,4.95,4.94,4.94,4.89,1125,https://www.airbnb.com/rooms/25498344,t,within an hour,90%
25921932,Rental unit in Santiago · ★5.0 · 1 bedroom · 1 bed · 1 bath,65259973,Carolina,Santiago,-33.45054,-70.64579,Entire home/apt,27.0,8,19,2020-11-03,0.3,1,0,0,Entire rental unit,2,2018-07-19,4.95,4.95,5.0,5.0,5.0,5.0,5.0,16,https://www.airbnb.com/rooms/25921932,f,,
25930741,Rental unit in San Miguel · ★4.14 · 2 bedrooms · 1 bed · 2 baths,194906670,Natalia,San Miguel,-33.48541,-70.65135,Private room,19.857,1,7,2019-06-04,0.13,1,0,0,Private room in rental unit,1,2019-03-16,4.71,4.57,5.0,4.29,4.86,4.43,4.14,30,https://www.airbnb.com/rooms/25930741,f,,
25505219,Rental unit in San Miguel · ★4.64 · 2 bedrooms · 2 beds · 1 bath,192473033,Alejandro,San Miguel,-33.4939,-70.6482,Entire home/apt,42.143,3,135,2023-09-02,2.13,6,365,11,Entire rental unit,4,2018-07-08,4.64,4.69,4.7,4.78,4.88,4.8,4.64,1125,https://www.airbnb.com/rooms/25505219,f,within an hour,100%
25944158,Rental unit in La Florida · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,114198057,Antonia,La Florida,-33.517,-70.6081,Private room,10.0,7,17,2022-06-03,0.27,1,264,0,Private room in rental unit,1,2018-07-02,5.0,5.0,4.88,4.94,5.0,4.94,5.0,58,https://www.airbnb.com/rooms/25944158,f,,
25944676,Rental unit in Vitacura · ★4.66 · 1 bedroom · 1 bed · 1 bath,101528205,Cristián,Vitacura,-33.40368,-70.5858,Entire home/apt,40.994,25,35,2023-08-31,0.58,7,337,6,Entire rental unit,2,2018-10-20,4.6,4.17,4.91,4.77,4.74,4.89,4.66,1125,https://www.airbnb.com/rooms/25944676,f,within an hour,100%
25506626,"Serviced apartment in Las Condes, Santiago oriente · ★4.55 · 3 bedrooms · 5 beds · 2 baths",126803662,Norus,Las Condes,-33.41234,-70.5667,Private room,178.234,1,11,2023-09-06,0.18,6,358,8,Private room in serviced apartment,5,2018-11-03,4.36,4.64,4.91,4.73,4.45,4.27,4.55,1125,https://www.airbnb.com/rooms/25506626,f,within an hour,100%
25509694,Rental unit in Lo Barnechea · ★4.61 · 1 bedroom · 3 beds · 1 bath,22687826,Alvaro,Lo Barnechea,-33.34932,-70.30752,Entire home/apt,80.0,2,19,2019-08-29,0.3,1,196,0,Entire rental unit,3,2018-07-16,4.33,4.94,4.56,4.56,4.94,4.83,4.61,1125,https://www.airbnb.com/rooms/25509694,f,,
25981002,Condo in Providencia · ★4.93 · 3 bedrooms · 4 beds · 2 baths,10188615,Evelyn,Providencia,-33.42811,-70.59018,Entire home/apt,132.857,4,28,2023-09-01,0.49,3,346,9,Entire condo,5,2019-01-04,4.89,4.68,5.0,4.89,4.93,5.0,4.93,1125,https://www.airbnb.com/rooms/25981002,f,within a few hours,100%
25533599,Camper/RV in Providencia · ★4.80 · 1 bedroom · 1 bed · 0 baths,25437194,Susana & Pedro,Providencia,-33.43912,-70.63287,Entire home/apt,100.0,21,5,2023-04-23,0.09,1,223,2,Camper/RV,2,2019-01-19,4.6,5.0,5.0,4.6,4.6,5.0,4.8,90,https://www.airbnb.com/rooms/25533599,f,within a day,100%
26006854,Rental unit in Las Condes · ★4.73 · 1 bedroom · 2 beds · 1 bath,184464013,Daniela,Las Condes,-33.41591,-70.60479,Entire home/apt,55.0,2,66,2023-08-13,1.05,4,364,2,Entire rental unit,2,2018-07-21,4.68,4.8,4.97,4.86,4.8,4.83,4.73,1125,https://www.airbnb.com/rooms/26006854,f,within a few hours,75%
25541869,Rental unit in Vitacura · 1 bedroom · 1 bed · 1 bath,192713248,Pame,Vitacura,-33.39537,-70.56592,Entire home/apt,85.0,3,0,,,1,0,0,Entire rental unit,2,,,,,,,,,15,https://www.airbnb.com/rooms/25541869,f,,
26009098,Loft in Farellones · ★4.52 · 1 bedroom · 4 beds · 1 bath,195482805,Roberto,Lo Barnechea,-33.33465,-70.28806,Entire home/apt,175.0,3,23,2022-09-05,0.36,3,179,0,Entire loft,4,2018-07-02,4.26,4.65,4.7,4.57,4.35,4.48,4.52,1125,https://www.airbnb.com/rooms/26009098,f,within a few hours,100%
26009423,Loft in Farellones · ★5.0 · 5 bedrooms · 12 beds · 4 baths,195482805,Roberto,Lo Barnechea,-33.3344,-70.28608,Entire home/apt,950.0,4,5,2022-08-24,0.08,3,179,0,Entire loft,12,2018-06-24,5.0,4.75,5.0,5.0,4.75,4.5,5.0,1125,https://www.airbnb.com/rooms/26009423,f,within a few hours,100%
26009590,Loft in Farellones · ★4.69 · 1 bedroom · 4 beds · 1 bath,195482805,Roberto,Lo Barnechea,-33.33474,-70.28817,Entire home/apt,185.0,3,14,2022-07-07,0.22,3,179,0,Entire loft,4,2018-07-05,4.69,4.77,4.77,4.62,4.54,4.85,4.69,1125,https://www.airbnb.com/rooms/26009590,f,within a few hours,100%
25544977,Rental unit in Santiago · ★4.38 · 2 bedrooms · 5 beds · 2 baths,152758429,Paula,Las Condes,-33.39973,-70.57307,Entire home/apt,98.0,2,24,2023-07-07,0.41,13,364,2,Entire rental unit,5,2018-12-11,4.58,4.58,4.92,4.58,4.71,4.88,4.38,1125,https://www.airbnb.com/rooms/25544977,f,within an hour,100%
25548411,Rental unit in Lo Barnechea · ★4.38 · 2 bedrooms · 6 beds · 1.5 baths,21051847,Chris,Lo Barnechea,-33.3362,-70.29039,Entire home/apt,205.714,2,9,2023-07-30,0.14,1,0,2,Entire rental unit,6,2018-07-25,4.13,4.38,4.63,4.5,4.75,4.63,4.38,7,https://www.airbnb.com/rooms/25548411,f,within a few hours,80%
26010160,Rental unit in Las Condes · ★4.83 · 2 bedrooms · 2 beds · 2 baths,108681969,Poli,Las Condes,-33.42969,-70.57147,Entire home/apt,70.0,200,7,2019-01-23,0.12,1,0,0,Entire rental unit,3,2018-10-13,4.83,4.33,5.0,5.0,5.0,5.0,4.83,1125,https://www.airbnb.com/rooms/26010160,f,,
25550897,Rental unit in Santiago · ★4.78 · 1 bedroom · 1 bed · 1 bath,57945643,Soledad,Santiago,-33.44366,-70.64511,Entire home/apt,35.0,1,72,2023-09-07,1.12,11,365,32,Entire rental unit,2,2018-06-08,4.71,4.81,4.83,4.76,4.97,4.96,4.78,1125,https://www.airbnb.com/rooms/25550897,t,within an hour,99%
25551460,Rental unit in Santiago · 1 bedroom · 1 bed · 1 private bath,192774032,Nacho,Santiago,-33.46985,-70.64912,Private room,23.0,3,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,1125,https://www.airbnb.com/rooms/25551460,f,,
26030376,Condo in Las Condes · ★4.93 · 2 bedrooms · 3 beds · 1 bath,40014880,Rodrigo,Las Condes,-33.38984,-70.53936,Entire home/apt,85.0,3,27,2023-09-05,0.43,1,365,6,Entire condo,4,2018-07-12,4.74,4.96,4.93,4.81,4.85,5.0,4.93,1125,https://www.airbnb.com/rooms/26030376,f,within a day,73%
25575368,Rental unit in Las Condes · ★4.47 · 1 bedroom · 1 bed · 1 bath,32797151,Isabel,Las Condes,-33.41343,-70.57892,Entire home/apt,39.143,2,83,2023-09-21,1.32,1,343,33,Entire rental unit,2,2018-07-20,4.51,4.51,4.96,4.57,4.47,4.65,4.47,1125,https://www.airbnb.com/rooms/25575368,f,within an hour,100%
25623014,Rental unit in Las Condes · 1 bedroom · 1 bed · 1 shared bath,172642487,Loreto,Las Condes,-33.41959,-70.56852,Private room,25.0,3,0,,,2,179,0,Private room in rental unit,1,,,,,,,,,90,https://www.airbnb.com/rooms/25623014,f,,
26030493,Rental unit in Santiago · ★5.0 · 2 bedrooms · 4 beds · 2 baths,161502880,Maria Jose,Santiago,-33.44941923333876,-70.63386048870296,Entire home/apt,53.248000000000005,2,6,2023-09-08,2.86,1,349,6,Entire rental unit,5,2023-07-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,60,https://www.airbnb.com/rooms/26030493,f,within an hour,100%
25628988,Rental unit in Las Condes · ★4.50 · 1 bedroom · 1 bed · 1 bath,99550893,Maritchu,Las Condes,-33.42639,-70.58263,Entire home/apt,26.0,3,3,2021-01-30,0.06,1,91,0,Entire rental unit,1,2019-08-23,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1125,https://www.airbnb.com/rooms/25628988,f,a few days or more,0%
26033504,Condo in Las Condes · ★4.88 · 2 bedrooms · 3 beds · 2 baths,141449928,Maria,Las Condes,-33.39949,-70.57152,Entire home/apt,178.234,13,16,2022-07-13,0.27,2,263,0,Entire condo,4,2018-11-17,4.75,4.81,4.94,4.88,4.63,5.0,4.88,1125,https://www.airbnb.com/rooms/26033504,f,,
26036073,Rental unit in Las Condes · 1 bedroom · 1 bed · 1 bath,118235911,Urania,Las Condes,-33.41657,-70.58724,Entire home/apt,50.0,2,0,,,1,0,0,Entire rental unit,2,,,,,,,,,1125,https://www.airbnb.com/rooms/26036073,f,,
25629084,Rental unit in Las Condes · ★4.82 · 1 bedroom · 1 bed · 1 bath,193104345,Aline,Las Condes,-33.40077,-70.57172,Entire home/apt,67.372,1,98,2023-09-03,1.52,7,160,18,Entire rental unit,3,2018-06-07,4.77,4.8,4.95,4.89,4.87,4.92,4.82,1125,https://www.airbnb.com/rooms/25629084,t,within an hour,98%
25631150,Rental unit in Santiago · ★4.89 · 2 bedrooms · 3 beds · 1 bath,186286024,Carla,Santiago,-33.43858,-70.64045,Entire home/apt,38.0,3,30,2020-02-28,0.48,1,260,0,Entire rental unit,4,2018-07-22,4.89,4.64,5.0,4.89,4.86,4.86,4.89,15,https://www.airbnb.com/rooms/25631150,f,within a day,50%
26039118,Rental unit in Ñuñoa · ★4.97 · 1 bedroom · 1 bed · 1 private bath,117364198,Milisen,Ñuñoa,-33.45287,-70.59209,Private room,14.0,3,63,2022-02-17,0.99,1,0,0,Private room in rental unit,1,2018-06-24,5.0,4.94,4.98,5.0,5.0,5.0,4.97,1125,https://www.airbnb.com/rooms/26039118,f,,
26042587,Condo in Providencia · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,28347735,Tota,Providencia,-33.44076,-70.61242,Private room,22.5,2,6,2023-08-26,0.12,1,81,4,Private room in condo,1,2019-09-12,4.83,4.5,4.5,4.83,5.0,5.0,5.0,45,https://www.airbnb.com/rooms/26042587,f,within a few hours,100%
25631208,Rental unit in Santiago · 1 bedroom · 1 bed · 1 shared bath,193112381,Ana Maria,Santiago,-33.43328,-70.67689,Shared room,28.0,1,0,,,1,0,0,Shared room in rental unit,1,,,,,,,,,1125,https://www.airbnb.com/rooms/25631208,f,,
25648527,Home in Las Condes · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,193171952,Marcela,Las Condes,-33.41154,-70.56567,Shared room,16.429000000000002,7,4,2023-07-18,0.15,5,297,3,Shared room in home,1,2021-08-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1125,https://www.airbnb.com/rooms/25648527,f,within a few hours,100%
26042724,Condo in Las Condes · ★3.86 · 1 bedroom · 1 bed · 1 bath,195710794,Gus,Las Condes,-33.40259,-70.56384,Entire home/apt,34.756,2,9,2023-04-05,0.14,1,141,2,Entire condo,2,2018-07-05,3.86,4.71,5.0,3.57,3.86,4.29,3.86,30,https://www.airbnb.com/rooms/26042724,f,,
25667461,Rental unit in Las Condes · 1 bedroom · 1 bed · 1 shared bath,77924811,Yamileth,Las Condes,-33.41768,-70.59342,Private room,25.0,20,1,2021-08-31,0.04,1,263,0,Private room in rental unit,2,2021-08-31,5.0,5.0,5.0,5.0,5.0,3.0,5.0,60,https://www.airbnb.com/rooms/25667461,f,,
26060599,Condo in Santiago · 2 bedrooms · 2 beds · 1 shared bath,194763769,Andres,Santiago,-33.4472,-70.63834,Private room,30.0,1,0,,,1,0,0,Private room in condo,3,,,,,,,,,15,https://www.airbnb.com/rooms/26060599,f,,
25680124,Rental unit in Las Condes · ★4.78 · 1 bedroom · 1 bed · 1 bath,193104345,Aline,Las Condes,-33.40077,-70.57172,Entire home/apt,66.179,2,97,2023-08-18,1.52,7,343,6,Entire rental unit,3,2018-06-30,4.86,4.73,4.99,4.89,4.68,4.89,4.78,1125,https://www.airbnb.com/rooms/25680124,t,within an hour,98%
25682589,Rental unit in Santiago · ★4.80 · 2 bedrooms · 2 beds · 1 bath,173023511,Soledad,Santiago,-33.43782,-70.63665,Entire home/apt,44.857,3,135,2023-09-10,2.11,4,103,43,Entire rental unit,3,2018-06-21,4.77,4.83,4.76,4.92,4.96,4.97,4.8,15,https://www.airbnb.com/rooms/25682589,t,within an hour,100%
26083703,Rental unit in Farellones · ★4.86 · 3 bedrooms · 6 beds · 2 baths,69405933,Sacha,Lo Barnechea,-33.34673,-70.29153,Entire home/apt,180.0,2,21,2022-08-16,0.33,1,173,0,Entire rental unit,8,2018-07-02,4.57,4.71,4.71,4.86,4.86,4.95,4.86,1125,https://www.airbnb.com/rooms/26083703,f,within an hour,100%
26106272,Home in Santiago · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,139909593,Yasna,Santiago,-33.47208,-70.66084,Private room,24.429000000000002,1,233,2023-09-07,3.64,10,176,47,Private room in home,1,2018-06-24,4.88,4.91,4.81,4.91,4.91,4.89,4.87,20,https://www.airbnb.com/rooms/26106272,t,within an hour,100%
25707740,Bungalow in Santiago · Studio · 2 beds · 1 private bath,193407260,Lewis,Santiago,-33.43798,-70.64522,Private room,106.60000000000001,1,0,,,1,365,0,Private room in bungalow,4,,,,,,,,,1125,https://www.airbnb.com/rooms/25707740,f,,
26107304,Cabin in Vitacura · 2 bedrooms · 2 beds · 1 private bath,196238288,Sebastián,Vitacura,-33.38793,-70.55554,Private room,20.0,7,0,,,1,0,0,Private room in cabin,2,,,,,,,,,30,https://www.airbnb.com/rooms/26107304,f,,
25716106,Rental unit in Farellones · ★5.0 · 2 bedrooms · 5 beds · 2 baths,179427156,Jose,Lo Barnechea,-33.3349,-70.29231,Entire home/apt,100.0,1,9,2023-07-13,0.14,1,0,2,Entire rental unit,6,2018-07-07,5.0,4.89,5.0,4.89,5.0,5.0,5.0,7,https://www.airbnb.com/rooms/25716106,f,within an hour,100%
26108448,Rental unit in Providencia · ★4.83 · 1 bedroom · 2 beds · 1 bath,189448907,Ximena,Providencia,-33.43979,-70.63427,Entire home/apt,35.0,2,319,2023-09-12,5.01,1,81,61,Entire rental unit,3,2018-07-02,4.82,4.89,4.9,4.89,4.95,4.96,4.83,1125,https://www.airbnb.com/rooms/26108448,t,within an hour,100%
25720815,Serviced apartment in Santiago · ★4.92 · 1 bedroom · 1 bed · 1 private bath,193458702,Leonardo,Santiago,-33.44749,-70.6397,Private room,15.120000000000001,7,12,2023-06-30,0.28,1,32,11,Private room in serviced apartment,1,2020-03-18,5.0,4.67,4.83,5.0,5.0,5.0,4.92,1125,https://www.airbnb.com/rooms/25720815,t,within an hour,100%
25721770,Rental unit in Lo Barnechea · ★4.67 · 2 bedrooms · 7 beds · 2 baths,26869702,Jose Antonio,Lo Barnechea,-33.35013,-70.30848,Entire home/apt,142.857,5,15,2019-08-05,0.24,1,363,0,Entire rental unit,7,2018-07-01,4.47,4.53,4.87,4.8,5.0,4.93,4.67,1124,https://www.airbnb.com/rooms/25721770,f,a few days or more,0%
26153900,Rental unit in Farellones · ★5.0 · 2 bedrooms · 5 beds · 1.5 baths,196581148,Luciano,Lo Barnechea,-33.33477,-70.29184,Entire home/apt,210.714,2,3,2023-08-25,0.05,1,35,1,Entire rental unit,6,2018-07-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,https://www.airbnb.com/rooms/26153900,f,within an hour,100%
26154992,Rental unit in Farellones · ★5.0 · 4 bedrooms · 6 beds · 3 baths,43531593,Francisca,Lo Barnechea,-33.33274,-70.28987,Entire home/apt,400.0,6,8,2023-09-10,0.54,1,269,5,Entire rental unit,8,2022-07-10,4.88,4.0,5.0,5.0,4.75,4.75,5.0,1125,https://www.airbnb.com/rooms/26154992,f,within a few hours,100%
25766233,Rental unit in Farellones · ★4.57 · 6 bedrooms · 12 beds · 3 baths,193646136,Lionel,Lo Barnechea,-33.33671,-70.29141,Entire home/apt,623.819,5,7,2023-08-13,0.11,1,363,2,Entire rental unit,12,2018-07-23,4.29,3.57,4.71,4.43,5.0,4.86,4.57,1125,https://www.airbnb.com/rooms/25766233,f,within a day,100%
26158070,Rental unit in Santiago · ★4.43 · 1 bedroom · 1 bed · 1 bath,6136680,Felipe,Santiago,-33.43981,-70.65692,Entire home/apt,18.771,5,14,2022-10-29,0.28,3,262,1,Entire rental unit,3,2019-08-23,4.29,4.36,4.43,4.5,4.5,4.43,4.43,30,https://www.airbnb.com/rooms/26158070,f,within a day,80%
