id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,property_type,accommodates,first_review,review_scores_value,review_scores_cleanliness,review_scores_location,review_scores_accuracy,review_scores_communication,review_scores_checkin,review_scores_rating,maximum_nights,listing_url,host_is_superhost,host_response_time,host_response_rate
49392,Rental unit in Santiago · 1 bedroom · 1 bed,224592,Maria,Providencia,-33.43277,-70.59892,Private room,47.232,3,0,,,1,178,0,Private room in rental unit,1,,,,,,,,,730,https://www.airbnb.com/rooms/49392,f,,
52811,Rental unit in Providencia · ★4.42 · 1 bedroom · 1 bed · 1 bath,244792,Cristián,Providencia,-33.42959,-70.6188,Entire home/apt,48.123,1,46,2021-11-04,0.29,3,0,0,Entire rental unit,4,2010-11-13,4.36,4.52,4.64,4.59,4.59,4.66,4.42,1825,https://www.airbnb.com/rooms/52811,f,a few days or more,0%
53494,Rental unit in Santiago · ★4.76 · 2 bedrooms · 8 beds · 2 baths,249097,Paulina,Lo Barnechea,-33.34521,-70.29543,Entire home/apt,149.999,2,38,2021-05-22,0.43,1,357,0,Entire rental unit,8,2016-06-21,4.68,4.89,4.73,4.78,4.89,4.89,4.76,730,https://www.airbnb.com/rooms/53494,f,within a day,50%
65058,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,318016,Patricio,Recoleta,-33.43049,-70.64079,Private room,53.47,2,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/65058,f,,
73752,Rental unit in Santiago · 1 bedroom · 1 bed · 3 baths,374124,Daniela&Ricardo,Santiago,-33.43865,-70.64241,Private room,71.294,3,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,10,https://www.airbnb.com/rooms/73752,f,,
80482,Home in Santiago · 1 bedroom · 1 bed · 1 shared bath,154527,Jacqueline,La Florida,-33.51922,-70.59152,Private room,22.777,2,0,,,1,0,0,Private room in home,2,,,,,,,,,730,https://www.airbnb.com/rooms/80482,f,,
83677,Rental unit in Santiago · 1 bedroom · 1 bed,456388,Keno,Providencia,-33.43074,-70.59021,Entire home/apt,129.22,1,0,,,1,0,0,Entire rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/83677,f,,
88944,"Condo in Providencia, Santiago · ★4.71 · 1 bedroom · 1 bed · 1 bath",485358,Macarena,Providencia,-33.42141,-70.60832,Entire home/apt,36.155,3,199,2023-08-27,1.37,1,306,26,Entire condo,2,2011-10-21,4.7,4.62,4.95,4.77,4.9,4.9,4.71,365,https://www.airbnb.com/rooms/88944,f,within an hour,100%
90629,Rental unit in Santiago · 1 bedroom · 3 beds,491051,Marcy-Lú,Santiago,-33.43585,-70.64098,Entire home/apt,89.117,3,0,,,1,0,0,Entire rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/90629,f,,
90694,Rental unit in Santiago · ★4.72 · 1 bedroom · 1 bed · 1 bath,491253,Hector,Providencia,-33.42629,-70.61866,Entire home/apt,49.999,3,71,2023-08-26,0.47,2,301,9,Entire rental unit,2,2011-06-06,4.53,4.77,4.8,4.76,4.83,4.77,4.72,365,https://www.airbnb.com/rooms/90694,f,within an hour,100%
90769,Rental unit in Santiago · ★5.0 · 1 bedroom · 1 bed · 1 bath,491253,Hector,Providencia,-33.42864,-70.62178,Entire home/apt,49.999,4,12,2013-03-20,0.08,2,363,0,Entire rental unit,2,2011-05-01,4.6,5.0,4.8,5.0,5.0,5.0,5.0,365,https://www.airbnb.com/rooms/90769,f,within an hour,100%
94147,Home in Santiago · 1 bedroom · 1 bed · 1 bath,493996,Abraham,Las Condes,-33.39946,-70.54499,Private room,43.667,1,2,2011-12-07,0.01,1,365,0,Private room in home,1,2011-09-01,5.0,5.0,5.0,5.0,5.0,5.0,4.5,730,https://www.airbnb.com/rooms/94147,f,,
95139,Home in Santiago · 1 bedroom · 3 beds · 2 baths,506998,Rafael,Santiago,-33.43657,-70.67851,Private room,63.273,7,0,,,1,0,0,Private room in home,3,,,,,,,,,730,https://www.airbnb.com/rooms/95139,f,,
96722,Rental unit in Santiago · 1 bedroom · 2 beds · 1 bath,513040,Elby,Las Condes,-33.4236,-70.58372,Private room,53.47,1,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/96722,f,,
100057,Rental unit in Santiago · 1 bedroom · 1 bed,526328,Fernando,Santiago,-33.43297,-70.65815,Private room,71.294,14,2,2012-02-13,0.01,1,0,0,Private room in rental unit,2,2011-06-11,1.0,1.0,3.0,3.0,1.0,1.0,1.0,60,https://www.airbnb.com/rooms/100057,f,,
106795,Rental unit in Santiago · 1 bedroom · 1 bed · 1.5 baths,552381,Nora,Santiago,-33.43943,-70.65591,Entire home/apt,71.294,1,0,,,1,0,0,Entire rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/106795,f,,
116494,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,588476,Antonio,Santiago,-33.43814,-70.64508,Private room,53.47,1,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/116494,f,,
119688,Rental unit in Santiago · 1 bedroom · 3 beds · 2 baths,603746,Marco,Providencia,-33.42942,-70.60583,Private room,40.103,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,730,https://www.airbnb.com/rooms/119688,f,,
119949,Rental unit in Santiago · 1 bedroom · 1 bed · 1 shared bath,604630,Miry,Santiago,-33.44734,-70.66664,Private room,13.205,1,0,,,2,365,0,Private room in rental unit,1,,,,,,,,,730,https://www.airbnb.com/rooms/119949,f,,
122128,Rental unit in Santiago · 1 bedroom · 1 bed,612580,Juan,Providencia,-33.43971,-70.60398,Private room,66.83800000000001,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,730,https://www.airbnb.com/rooms/122128,f,,
123569,Rental unit in Santiago · 1 bedroom · 1 bed,617378,Carolina,Santiago,-33.45014,-70.64655,Private room,49.014,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,730,https://www.airbnb.com/rooms/123569,f,,
124075,Home in Santiago · 1 bedroom · 2 beds · 1 bath,619256,Rodrigo,Providencia,-33.41736,-70.61304,Private room,35.647,2,1,2012-01-19,0.01,6,365,0,Private room in home,4,2012-01-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,365,https://www.airbnb.com/rooms/124075,f,within an hour,100%
124291,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,619919,Livia,Las Condes,-33.41891,-70.55632,Private room,53.47,5,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,5,https://www.airbnb.com/rooms/124291,f,,
131054,Rental unit in Santiago · 1 bedroom,645012,Norman,Santiago,-33.44294,-70.63366,Private room,35.647,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,730,https://www.airbnb.com/rooms/131054,f,,
132624,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,651711,Administrador,Santiago,-33.43294,-70.65467,Private room,89.75,1,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/132624,f,,
133295,Rental unit in Santiago · ★4.83 · 2 bedrooms · 2 beds · 2 baths,13553614,Felipe,Las Condes,-33.41154,-70.58899,Entire home/apt,133.67600000000002,7,83,2022-03-08,0.57,2,365,0,Entire rental unit,3,2011-11-06,4.85,4.92,4.92,4.87,4.95,4.97,4.83,365,https://www.airbnb.com/rooms/133295,f,within a few hours,100%
420325,Rental unit in Santiago · 2 bedrooms · 1 bed,2083381,Claudio,Lo Barnechea,-33.34819,-70.29019,Entire home/apt,579.261,7,1,2017-07-25,0.01,1,365,0,Entire rental unit,6,2017-07-25,4.0,4.0,5.0,5.0,5.0,5.0,5.0,120,https://www.airbnb.com/rooms/420325,f,,
133783,Rental unit in Santiago · 1 bedroom · 1 bed · 2 baths,656696,María Victoria,Providencia,-33.42805,-70.60592,Private room,44.559,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,365,https://www.airbnb.com/rooms/133783,f,,
136438,Rental unit in Santiago · ★4.86 · 1 bedroom · 2 beds · 1 bath,667910,Roxana,Providencia,-33.4223,-70.61064,Entire home/apt,52.429,1,94,2023-09-02,0.67,14,324,48,Entire rental unit,2,2012-03-12,4.82,4.96,4.88,4.82,4.83,4.79,4.86,365,https://www.airbnb.com/rooms/136438,t,within a few hours,94%
429242,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,2133429,Rodrigo,Santiago,-33.44544,-70.66872,Private room,44.559,2,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,3,https://www.airbnb.com/rooms/429242,f,,
136993,Rental unit in Santiago · 1 bedroom · 2 beds · 1 bath,670148,Ursa,Las Condes,-33.41349,-70.58773,Entire home/apt,52.454,1,0,,,1,363,0,Entire rental unit,2,,,,,,,,,90,https://www.airbnb.com/rooms/136993,f,within an hour,100%
442241,Rental unit in Santiago · ★4.83 · 1 bedroom · 2 beds · 1 private bath,1899907,Paola,Recoleta,-33.42151,-70.64035,Private room,17.823,3,164,2022-09-23,1.19,1,0,1,Private room in rental unit,1,2012-05-17,4.84,4.73,4.63,4.84,4.9,4.89,4.83,1125,https://www.airbnb.com/rooms/442241,t,,
139270,Rental unit in Santiago · 1 bedroom · 1 bed · 0 baths,679343,Mayer Ltda,Santiago,-33.44931,-70.65418,Private room,106.94,1,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/139270,f,,
444532,Rental unit in La Parva · ★4.94 · 3 bedrooms · 4 beds · 2 baths,1807307,Casey,Lo Barnechea,-33.33564,-70.28957,Entire home/apt,311.91,4,17,2022-08-12,0.17,1,365,0,Entire rental unit,6,2015-07-31,4.59,4.94,5.0,5.0,5.0,5.0,4.94,1125,https://www.airbnb.com/rooms/444532,f,,
139484,Rental unit in Santiago · ★4.35 · 1 bedroom · 1 bed · 1 bath,678317,Nicolas,Santiago,-33.43486,-70.64316,Entire home/apt,20.0,21,20,2023-01-09,0.21,3,320,2,Entire rental unit,2,2015-09-21,4.25,3.8,4.75,4.45,4.6,4.55,4.35,730,https://www.airbnb.com/rooms/139484,f,within an hour,100%
142622,Bungalow in La Reina · 2 bedrooms · 3 beds · 2 shared baths,639690,Gilda,La Reina,-33.44324,-70.54792,Private room,60.0,3,2,2022-04-16,0.02,1,363,0,Private room in bungalow,4,2016-10-10,5.0,5.0,5.0,5.0,5.0,5.0,4.5,15,https://www.airbnb.com/rooms/142622,f,within a day,100%
447699,Rental unit in Santiago · ★4.74 · 2 bedrooms · 2 beds · 2 baths,974151,Raul And Erna,Las Condes,-33.4195,-70.55748,Entire home/apt,48.123,14,19,2023-07-30,0.16,1,336,2,Entire rental unit,4,2013-12-23,4.63,4.84,4.84,4.84,5.0,4.95,4.74,1125,https://www.airbnb.com/rooms/447699,f,within a few hours,100%
144172,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,698776,Elizabeth,Santiago,-33.44218,-70.64363,Private room,53.47,6,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,365,https://www.airbnb.com/rooms/144172,f,,
147552,Home in Santiago · ★5.0 · 2 bedrooms · 2 beds · 1 shared bath,712922,Karim,Lo Barnechea,-33.35887,-70.51342,Shared room,37.429,1,5,2018-04-22,0.05,2,0,0,Shared room in home,4,2015-06-20,4.6,4.6,4.8,4.2,4.8,4.6,5.0,730,https://www.airbnb.com/rooms/147552,f,,
154395,Rental unit in Santiago · ★4.90 · 2 bedrooms · 4 beds · 2 baths,716143,Eugenio,Las Condes,-33.41433,-70.58213,Entire home/apt,50.707,7,218,2023-09-10,1.58,1,323,15,Entire rental unit,4,2012-05-12,4.86,4.87,4.97,4.92,4.99,4.98,4.9,180,https://www.airbnb.com/rooms/154395,t,within an hour,100%
457634,Home in Santiago · 1 bedroom · 1 bed · 1 bath,2274626,Isabel,Lo Barnechea,-33.35505,-70.51094,Private room,178.234,1,0,,,1,0,0,Private room in home,2,,,,,,,,,1125,https://www.airbnb.com/rooms/457634,f,,
154615,Rental unit in Santiago · ★4.67 · 1 bedroom · 1 bed · 1 bath,743719,Roberto,Las Condes,-33.41641,-70.60232,Entire home/apt,40.103,2,68,2023-08-25,0.46,3,323,17,Entire rental unit,2,2011-08-09,4.65,4.63,4.97,4.74,4.87,4.85,4.67,365,https://www.airbnb.com/rooms/154615,f,within a few hours,90%
499566,Rental unit in Santiago · ★4.70 · 1 bedroom · 1 bed · 1 bath,2041286,Patricia,Santiago,-33.4371,-70.64586,Entire home/apt,37.937,7,37,2023-08-30,0.28,3,50,6,Entire rental unit,2,2012-10-25,4.75,4.86,4.94,4.84,4.92,4.83,4.7,1125,https://www.airbnb.com/rooms/499566,t,within an hour,100%
158137,Home in Santiago · 1 bedroom · 1 bed · 0 baths,759002,José,Ñuñoa,-33.45929,-70.59437,Private room,35.647,1,0,,,1,0,0,Private room in home,1,,,,,,,,,730,https://www.airbnb.com/rooms/158137,f,,
160729,Rental unit in Santiago · ★4.65 · 1 bedroom · 2 beds · 1 bath,769822,Ronald,Santiago,-33.4484,-70.6322,Entire home/apt,23.17,150,17,2019-10-03,0.3,1,0,0,Entire rental unit,2,2019-01-24,4.71,4.47,4.94,5.0,4.82,4.94,4.65,200,https://www.airbnb.com/rooms/160729,f,,
172103,Home in Santiago · 1 bedroom · 1 bed,821265,Ivonne,Independencia,-33.42278,-70.65861,Private room,24.062,1,0,,,1,0,0,Private room in home,1,,,,,,,,,730,https://www.airbnb.com/rooms/172103,f,,
175077,Rental unit in Santiago · 1 bedroom · 1 bed,836768,Martita,Santiago,-33.43722,-70.65332,Entire home/apt,53.47,1,0,,,1,0,0,Entire rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/175077,f,,
176932,Rental unit in Santiago · 1 bedroom · 1 bed,846125,Patricio,Recoleta,-33.42349,-70.6376,Private room,35.647,1,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/176932,f,,
176943,Rental unit in Santiago · 1 bedroom · 1 bed,846097,Monica Gabriela,Providencia,-33.42623,-70.61435,Private room,35.647,1,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,730,https://www.airbnb.com/rooms/176943,f,,
177729,Rental unit in Santiago · 1 bedroom · 1 bed,851453,Sandra,Ñuñoa,-33.44791,-70.60169,Private room,31.191,3,0,,,1,365,0,Private room in rental unit,1,,,,,,,,,30,https://www.airbnb.com/rooms/177729,f,,
181005,Condo in Recoleta · ★5.0 · 1 bedroom · 1 bed · 1 private bath,867345,Edwin,Recoleta,-33.42104,-70.64067,Private room,29.409,2,7,2023-09-01,0.07,1,303,3,Private room in condo,2,2015-02-01,4.83,4.67,4.67,5.0,5.0,5.0,5.0,90,https://www.airbnb.com/rooms/181005,f,within a few hours,100%
191723,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,927749,Pilar,Providencia,-33.43066,-70.58561,Private room,59.2,1,0,,,1,365,0,Private room in rental unit,1,,,,,,,,,7,https://www.airbnb.com/rooms/191723,f,,
511558,Home in Santiago · ★4.22 · 1 bedroom · 1 bed · 2 shared baths,2478975,América Patricia,Ñuñoa,-33.45091,-70.62293,Private room,18.0,7,10,2023-05-31,0.07,7,86,2,Private room in home,4,2012-09-01,4.44,3.56,4.67,4.0,4.44,4.67,4.22,180,https://www.airbnb.com/rooms/511558,f,within a few hours,100%
511575,Home in Santiago · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,2478975,América Patricia,Ñuñoa,-33.45004,-70.61757,Private room,15.0,2,14,2023-03-27,0.11,7,265,3,Private room in home,1,2013-06-23,4.83,4.42,4.58,4.0,4.75,4.83,4.83,90,https://www.airbnb.com/rooms/511575,f,within a few hours,100%
191754,Serviced apartment in Santiago · ★4.78 · 1 bedroom · 1 bed · 1 bath,927912,Miguel,Santiago,-33.44035,-70.65797,Entire home/apt,24.789,7,122,2023-08-02,0.84,2,280,1,Entire serviced apartment,2,2011-10-23,4.75,4.5,4.81,4.83,4.88,4.89,4.78,1125,https://www.airbnb.com/rooms/191754,f,within an hour,100%
193626,Home in Santiago · 1 bedroom · 1 bed,939376,Oscar,San Miguel,-33.50118,-70.6484,Private room,42.706,1,0,,,1,0,0,Private room in home,2,,,,,,,,,730,https://www.airbnb.com/rooms/193626,f,,
512167,Rental unit in Santiago · 1 bedroom · 1 bed,1757752,Carlos,Santiago,-33.44153,-70.6454,Entire home/apt,71.294,30,0,,,1,358,0,Entire rental unit,3,,,,,,,,,1125,https://www.airbnb.com/rooms/512167,f,,
202286,Rental unit in Recoleta · ★4.59 · 1 bedroom · 1 bed · 1 bath,131488797,Daniela,Santiago,-33.43394,-70.64736,Entire home/apt,29.0,2,407,2023-09-05,2.77,9,30,18,Entire rental unit,2,2011-09-06,4.64,4.55,4.6,4.75,4.77,4.77,4.59,130,https://www.airbnb.com/rooms/202286,f,within an hour,100%
513333,Home in Santiago · ★4.86 · 2 bedrooms · 1 bed · 1 private bath,55685236,María José,Providencia,-33.42932,-70.59085,Private room,15.0,1,71,2019-11-03,0.56,1,265,0,Private room in home,1,2013-05-02,4.9,4.82,4.97,4.87,4.91,4.97,4.86,30,https://www.airbnb.com/rooms/513333,f,,
225980,Rental unit in Santiago · ★4.33 · 1 bedroom · 1 bed,1177685,Karina,Providencia,-33.424,-70.61682,Private room,39.5,1,34,2023-09-07,0.23,3,21,12,Private room in rental unit,2,2011-10-11,4.35,4.65,4.81,4.61,4.19,4.42,4.33,365,https://www.airbnb.com/rooms/225980,f,within an hour,100%
529207,Home in Santiago · 1 bedroom · 7 beds · 6 baths,2294459,Cristian,Peñalolén,-33.47754,-70.51952,Private room,531.652,5,0,,,1,365,0,Private room in home,8,,,,,,,,,365,https://www.airbnb.com/rooms/529207,f,,
233585,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,489857,Eduardo,Santiago,-33.43885,-70.65656,Entire home/apt,24.062,30,1,2017-03-26,0.01,1,0,0,Entire rental unit,2,2017-03-26,,,,,,,0.0,300,https://www.airbnb.com/rooms/233585,f,,
533042,Rental unit in Santiago · ★4.55 · 1 bedroom · 2 beds · 1 bath,2619406,Cristian,Providencia,-33.43037,-70.61789,Entire home/apt,40.103,3,161,2023-09-05,1.94,1,159,29,Entire rental unit,3,2016-12-03,4.63,4.51,4.94,4.81,4.69,4.83,4.55,30,https://www.airbnb.com/rooms/533042,f,within an hour,100%
256476,Rental unit in Santiago · ★4.18 · 1 bedroom · 1 shared bath,1177685,Karina,Providencia,-33.42547,-70.61701,Private room,44.0,1,13,2022-10-07,0.09,3,352,1,Private room in rental unit,2,2011-12-02,4.08,4.23,4.69,4.31,4.08,4.08,4.18,365,https://www.airbnb.com/rooms/256476,f,within an hour,100%
259656,Rental unit in Providencia · ★4.83 · 1 bedroom · 1 bath,244792,Cristián,Providencia,-33.42892,-70.61782,Entire home/apt,53.47,1,40,2022-01-13,0.28,3,21,0,Entire rental unit,4,2012-01-17,4.74,4.88,4.88,4.85,4.88,4.85,4.83,1825,https://www.airbnb.com/rooms/259656,f,a few days or more,0%
275005,Rental unit in Santiago · ★5.0 · 1 bedroom · 1 bed · 1 bath,1437683,Diego Ignacio,Santiago,-33.45116,-70.64533,Private room,40.103,1,4,2013-11-03,0.03,1,0,0,Private room in rental unit,1,2012-02-21,4.25,4.25,4.75,4.75,4.75,5.0,5.0,365,https://www.airbnb.com/rooms/275005,f,,
533257,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,2620569,Jessica,Santiago,-33.43673,-70.64871,Private room,53.47,2,0,,,1,365,0,Private room in rental unit,3,,,,,,,,,330,https://www.airbnb.com/rooms/533257,f,,
280663,Condo in Santiago · ★4.50 · 1 bedroom · 1 bed · 1 bath,1463563,Arnaldo,Providencia,-33.43355,-70.63441,Entire home/apt,62.382,7,45,2023-02-15,0.34,6,365,7,Entire condo,2,2012-09-24,4.49,4.67,4.8,4.47,4.4,4.6,4.5,365,https://www.airbnb.com/rooms/280663,f,within a few hours,83%
558026,Rental unit in Santiago · ★4.94 · 2 bedrooms · 1 bed · 1 bath,2743887,Marcia,Providencia,-33.43451,-70.62698,Entire home/apt,37.895,2,68,2023-09-13,0.66,1,282,36,Entire rental unit,2,2015-03-20,4.88,4.87,4.96,4.93,4.97,4.93,4.94,1125,https://www.airbnb.com/rooms/558026,t,within a few hours,100%
284083,Rental unit in Santiago · 1 bedroom · 2 beds · 1 bath,1482561,Alba,Santiago,-33.4508,-70.65119,Private room,41.377,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,365,https://www.airbnb.com/rooms/284083,f,,
288216,Rental unit in Recoleta · ★4.73 · 1 bedroom · 1 bed · 1 bath,155589,Carlos,Recoleta,-33.43284,-70.64752,Entire home/apt,32.082,28,30,2023-08-22,0.3,1,236,5,Entire rental unit,2,2015-06-18,4.73,4.67,4.67,4.93,4.9,4.97,4.73,1125,https://www.airbnb.com/rooms/288216,t,within an hour,100%
559852,Rental unit in Santiago · ★4.25 · 2 bedrooms · 3 beds · 2 baths,2752180,Marcos,Providencia,-33.42662,-70.6157,Entire home/apt,98.029,2,12,2019-07-14,0.12,8,361,0,Entire rental unit,5,2015-07-17,4.5,4.25,4.92,4.25,4.92,4.92,4.25,1125,https://www.airbnb.com/rooms/559852,f,within a few hours,80%
293845,Rental unit in Santiago · 1 bedroom · 1 bed,1519813,Frankie,Ñuñoa,-33.4559,-70.6097,Private room,35.647,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,30,https://www.airbnb.com/rooms/293845,f,,
564038,Rental unit in Santiago · 1 bedroom · 2 beds · 1 bath,2773531,Betty,Santiago,-33.43835,-70.64545,Entire home/apt,75.749,2,1,2013-11-27,0.01,1,0,0,Entire rental unit,4,2013-11-27,5.0,4.0,5.0,5.0,2.0,2.0,4.0,1125,https://www.airbnb.com/rooms/564038,f,,
294974,Rental unit in Santiago · ★3.92 · 1 bedroom · 1 bed · 1 private bath,1177685,Karina,Providencia,-33.42457,-70.61597,Private room,39.0,1,12,2023-02-26,0.19,3,205,7,Private room in rental unit,2,2018-06-12,4.25,4.33,4.83,4.67,4.0,4.33,3.92,730,https://www.airbnb.com/rooms/294974,f,within an hour,100%
298065,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,1536656,Vespucci,Vitacura,-33.39953,-70.58747,Private room,213.881,1,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,1125,https://www.airbnb.com/rooms/298065,f,,
583154,Rental unit in Santiago · 1 bedroom · 1 bed,2872968,Jaime,Santiago,-33.45472,-70.63441,Private room,44.559,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,1125,https://www.airbnb.com/rooms/583154,f,,
600739,Rental unit in Santiago · ★4.36 · 2 bedrooms · 3 beds · 1 bath,2752180,Marcos,Providencia,-33.42465,-70.61568,Entire home/apt,98.029,2,22,2018-07-18,0.22,8,365,0,Entire rental unit,5,2015-07-26,4.41,3.95,4.86,4.64,5.0,5.0,4.36,1125,https://www.airbnb.com/rooms/600739,f,within a few hours,80%
600741,Rental unit in Santiago · ★4.33 · 1 bedroom · 1 bath,2752180,Marcos,Providencia,-33.42681,-70.61578,Entire home/apt,62.382,2,9,2017-02-28,0.09,8,268,0,Entire rental unit,3,2015-06-19,4.44,4.11,4.56,4.56,5.0,5.0,4.33,1125,https://www.airbnb.com/rooms/600741,f,within a few hours,80%
315114,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,246789,Victoria,Providencia,-33.42545,-70.61273,Private room,98.029,1,0,,,1,0,0,Private room in rental unit,2,,,,,,,,,1125,https://www.airbnb.com/rooms/315114,f,,
325820,Villa in Santiago · ★4.50 · 1 bedroom · 1 bed · 1 bath,1666498,Pedro,Santiago,-33.4401,-70.64557,Entire home/apt,59.2,3,26,2022-11-05,0.18,10,365,1,Entire villa,3,2012-02-03,4.58,4.78,4.88,4.42,4.71,4.67,4.5,1125,https://www.airbnb.com/rooms/325820,t,within an hour,94%
609532,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,3022172,Andrea,Santiago,-33.43786,-70.6483,Private room,71.294,1,0,,,3,0,0,Private room in rental unit,2,,,,,,,,,1125,https://www.airbnb.com/rooms/609532,f,,
329362,Home in Santiago · 1 bedroom · 1 bed,1681845,Elisabeth,Las Condes,-33.40732,-70.53782,Private room,53.47,1,0,,,1,0,0,Private room in home,2,,,,,,,,,1125,https://www.airbnb.com/rooms/329362,f,,
622498,Rental unit in Santiago · ★4.92 · 1 bedroom · 2 beds · 1 bath,3085810,Luis Hernan,Las Condes,-33.41263,-70.58843,Entire home/apt,98.029,4,28,2021-03-20,0.21,3,57,0,Entire rental unit,3,2012-09-01,4.78,4.89,4.96,5.0,5.0,5.0,4.92,1125,https://www.airbnb.com/rooms/622498,f,,
643936,Rental unit in Santiago · 1 bedroom · 2 beds · 1 bath,3022172,Andrea,Santiago,-33.43752,-70.64882,Private room,71.294,3,0,,,3,0,0,Private room in rental unit,2,,,,,,,,,1125,https://www.airbnb.com/rooms/643936,f,,
643967,Rental unit in Santiago · 1 bedroom · 1 bed · 1 bath,3022172,Andrea,Santiago,-33.4361,-70.64711,Private room,71.294,1,0,,,3,0,0,Private room in rental unit,2,,,,,,,,,1125,https://www.airbnb.com/rooms/643967,f,,
656930,Home in Santiago · ★4.83 · 1 bedroom · 12 beds · 1 shared bath,619256,Rodrigo,Providencia,-33.41902,-70.61178,Private room,35.0,1,12,2023-03-18,0.43,6,329,5,Private room in home,2,2021-06-02,4.83,4.75,5.0,4.92,4.83,5.0,4.83,365,https://www.airbnb.com/rooms/656930,f,within an hour,100%
331061,Rental unit in Santiago · ★4.38 · 1 bedroom · 1 bed · 1 bath,1463563,Arnaldo,Providencia,-33.43418,-70.63455,Entire home/apt,59.2,2,22,2023-04-08,0.18,6,365,1,Entire rental unit,2,2013-09-01,4.24,4.45,4.5,4.27,4.55,4.55,4.38,365,https://www.airbnb.com/rooms/331061,f,within a few hours,83%
668257,Rental unit in Santiago · ★4.93 · 2 bedrooms · 2 beds · 2 baths,2645138,Maria,Las Condes,-33.41999,-70.58292,Entire home/apt,106.94,14,19,2022-05-28,0.15,1,359,0,Entire rental unit,4,2013-01-06,4.83,5.0,5.0,4.94,5.0,5.0,4.93,1125,https://www.airbnb.com/rooms/668257,f,,
333722,Rental unit in Codegua · 1 bedroom · 1 bed · 0 baths,1700152,Susana,Providencia,-33.42602,-70.6136,Private room,86.444,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,1125,https://www.airbnb.com/rooms/333722,f,,
670113,Rental unit in Santiago · ★4.49 · 1 bedroom · 2 beds · 1 bath,264378,Raúl,Santiago,-33.43649,-70.65707,Entire home/apt,44.559,2,248,2020-02-17,1.92,8,0,0,Entire rental unit,4,2013-02-19,4.65,4.41,4.7,4.63,4.91,4.92,4.49,365,https://www.airbnb.com/rooms/670113,f,within a few hours,100%
679753,casa particular in Santiago · 1 bedroom · 1 bed · 1 bath,619256,Rodrigo,Providencia,-33.41769,-70.61291,Entire home/apt,45.0,1,1,2013-04-09,0.01,6,365,0,Casa particular,4,2013-04-09,4.0,3.0,5.0,4.0,3.0,5.0,4.0,1125,https://www.airbnb.com/rooms/679753,f,within an hour,100%
334461,Rental unit in Santiago · 1 bedroom · 1 bed · 0 baths,1703664,Víctor,Ñuñoa,-33.45161,-70.61211,Private room,44.559,1,0,,,1,0,0,Private room in rental unit,1,,,,,,,,,1125,https://www.airbnb.com/rooms/334461,f,,
345642,Condo in Recoleta · 1 bedroom · 2 beds · 1 private bath,1757834,Francisco Manuel,Recoleta,-33.42856,-70.64087,Private room,17.823,1,1,2019-05-03,0.02,1,0,0,Private room in condo,2,2019-05-03,,,,,,,0.0,20,https://www.airbnb.com/rooms/345642,f,,
